-0.58 0.195
-0.28	0.3589
-0.2663	0.2364
-0.1755	0.38
-0.0766	0.3833
0.0833	0.3603
0.0089	0.3793
-0.0049	0.3226
0.2833	0.2678
0.2333	0.3178
-0.6766	-0.00336
-0.6667	-0.0466
-0.5724	-0.1153
-0.662	-0.1719
-0.6246	-0.2325
0.4909	-0.1266
0.4509	-0.1766
0.3483	-0.2266
0.4197	-0.2182
0.28	-0.36
0.3194	0.2433
-0.4482	0.2685
-0.2111	0.3
0.143	0.307
-0.1336	-0.4266
0	-0.375
-0.1159	-0.36
-0.5156	-0.3516
-0.4126	-0.3637
-0.617	0.0973
0.3375	-0.2976
0.3484	-0.1454
0.45	-0.0092
0.3674	0.1149
0.3471	0.069
0.25	0.1323
0.3	0.1
0.3071	0.018
0.41	-0.07
0.389	-0.035
0.1955	0.1655
0.215	0.0895
-0.5316	-0.1706
-0.4581	-0.1806
-0.3254	-0.2977
0.0497	-0.4531
-0.1186	-0.3291
-0.2611	-0.2532
0.32	-0.185
0.144	-0.3252
0.24 -0.23

	
	
	
	
	
	
	
	
	
	
	
	
	
	
