0.165 -0.435
-0.2056	-0.4232
-0.1268	-0.4418
-0.0526	-0.4398
-0.117	-0.349
-0.2889	-0.4011
-0.3423	-0.3645
-0.4045	-0.3345
-0.2497	-0.3063
-0.1497	-0.3167
-0.5315	-0.2207
-0.432	-0.15
-0.385	-0.19
-0.3555	-0.2164
-0.5336	-0.1066
0.229	0.324
0.2783	0.3281
0.165	0.39
0.0409	0.4013
0.02	0.365
-0.023	0.392
0.1123	0.392
-0.104	0.4133
-0.085	0.35
-0.1746	0.3933
-0.2607	0.3793
-0.5114	0.2113
-0.4188	0.2712
-0.5886	0.0763
0.2578	-0.3977
0.3678	-0.3512
0.4155	-0.2905
0.551	0.0533
0.0109	-0.4448
0.145	-0.34
0.1	-0.4248
0.31	-0.36
0.2	-0.27
0.4493	-0.2556
0.305	-0.1848
0.47	-0.155
0.544	0.0963
0.465	0.055
0.5489	-0.035
0.394	-0.083
0.4355	0.26
0.495	0.18
0.3293	0.1
0.355	0.033
0.34	0.15
0.2	0.238
