-0.0066 -0.4366
-0.0266	-0.4197
-0.1391	-0.428
-0.1723	-0.4196
-0.2134	-0.3809
-0.4585	-0.2738
-0.5711	-0.2198
-0.5169	-0.2014
-0.4113	-0.3052
-0.3895	-0.3552
-0.3737	-0.3092
-0.3048	-0.3048
-0.2424	-0.2946
0.0523	-0.4216
-0.0466	-0.3516
0.0233	-0.281
0.0934	-0.3124
-0.2364	-0.2364
0.4773	-0.166
0.3526	-0.0952
0.5171	-0.0648
0.5257	0.1078
0.4457	0.0497
0.4248	0.0133
0.3126	-0.1252
0.313	-0.175
0.3895	-0.2702
0.368	-0.02
0.412	0.0729
0.3808	0.1129
0.3448	0.2222
0.3724	0.2944
0.365	0.05
-0.3389	0.3645
-0.2916	0.3962
-0.2216	0.4162
-0.1212	0.4354
-0.0966	0.3494
-0.1787	0.413
0.06	0.4
0.0719	0.3433
-0.0366	0.4333
0.2723	0.3603
0.1598	0.3885
-0.6497	0.0204
-0.5434	0.1113
-0.4341	0.3002
-0.3641	0.2202
-0.4356	0.1995
-0.4709	0.1276
-0.1251	0.2891
-0.2624	0.3489
