-0.415	-0.345
-0.456	-0.333
-0.545	-0.245
-0.5	-0.218
-0.523	-0.29
-0.39	-0.36
-0.596	-0.198
-0.55	-0.14
-0.63	-0.1
-0.645	-0.07
-0.55	-0.07
-0.665	0
-0.628	0.145
-0.65	0.09
-0.56	0.085
-0.5	0.074
-0.485	-0.085
-0.47	-0.16
-0.645	-0.045
-0.48	-0.3
-0.388	-0.245
-0.25	-0.385
-0.23	-0.42
-0.15	-0.435
-0.35	-0.375
-0.405	0.335
-0.015	0.41
0.0405	0.428
0.158	0.4
0.225	0.38
0.17	0.325
0.1	0.42
0.36	0.29
0.31	0.335
0.325	0.25
0.425	0.25
0.365	0.195
0.23	0.335
0.065	0.35
0.02	0.32
-0.05	0.43
-0.12	0.39
-0.47	0.32
-0.295	0.395
-0.165	0.418
-0.11	0.32
0.46	0.1
0.485	-0.15
0.44	-0.19
0.42	-0.245
0.31	-0.285
0.27	-0.305
0.225	-0.34
0.07	-0.41
0.51	-0.115
0.515	-0.07
0.375	-0.09
0.43	0
0.41	0.06
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
