0.365	-0.355
0.19	-0.47
0.13	-0.48
0.145	-0.435
0.22	-0.465
0.305	-0.42
0.275	-0.415
0.246	-0.45
0.09	-0.44
0.07	-0.42
0.185	-0.41
0.055	-0.47
-0.035	-0.49
-0.005	-0.428
0.017	-0.435
-0.13	-0.465
-0.21	-0.455
-0.376	-0.365
-0.36	-0.318
-0.235	-0.44
-0.155	-0.395
-0.08	-0.45
-0.05	-0.4
-0.095	-0.365
-0.43	-0.32
-0.29	-0.42
-0.3	-0.27
0.328	-0.385
0.4	-0.36
0.4135	-0.28
0.269	-0.34
0.275	-0.3
0.175	-0.37
0.0685	-0.3785
0.185	-0.33
0.06	-0.43
-0.455	-0.23
-0.485	-0.195
-0.45	-0.18
-0.395	-0.237
-0.347	-0.235
-0.32	-0.24
-0.475	0.165
-0.395	0.141
-0.44	0.21
-0.445	0.183
-0.35	0.27
-0.275	0.24
-0.395	0.15
-0.265	0.27
-0.21	0.33
-0.4	0.245
-0.335	0.195
-0.215	0.265
-0.33	0.16
-0.49	0.09
-0.56	0.05
-0.435	0.016
-0.49	0.1
-0.49	0.13
-0.565	0.02
-0.553	-0.034
-0.477	-0.037
-0.517	-0.09
-0.51	-0.12
-0.524	-0.141
0.224	0.326
0.152	0.32
0.385	0.25
0.373	0.258
0.35	0.2
0.422	0.205
-0.095	0.265
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
